CustomerID,Age,Gender,Region,MonthlyIncome,SpendingScore,SubscriptionType,TenureMonths,Churn,PurchaseAmount,TransactionDate
CUST0357,68,Male,South,9165,81,Basic,21,No,778.0,2025-04-30
CUST0358,25,Female,East,12900,97,Standard,28,Yes,3717.02,2023-09-27
CUST0359,44,Male,East,2301,96,Premium,35,No,4299.13,2024-01-17
CUST0360,44,Male,East,9527,72,Premium,22,No,4699.7,2025-04-29
CUST0361,51,Female,North,8381,19,Standard,40,No,2512.58,2024-07-10
CUST0362,38,Male,West,2646,63,Standard,23,No,3534.24,2024-05-29
CUST0363,47,Male,South,14950,38,Standard,3,No,4292.2,2025-04-24
CUST0364,50,Male,South,11951,67,Premium,40,No,2149.63,2024-06-23
CUST0365,45,Male,East,14543,59,Basic,50,No,1616.12,2025-07-13
CUST0366,64,Male,South,10789,69,Premium,10,Yes,4689.95,2025-08-03
CUST0367,50,Male,South,10853,13,Standard,25,Yes,2626.82,2024-08-21
CUST0368,22,Female,West,6330,47,Standard,52,Yes,2536.54,2023-09-07
CUST0369,65,Female,East,11560,61,Premium,49,Yes,974.24,2025-01-13
CUST0370,36,Male,West,12773,31,Standard,8,Yes,629.96,2024-07-07
CUST0371,21,Male,North,9003,80,Premium,55,Yes,4226.32,2025-07-11
CUST0372,52,Female,North,14060,96,Standard,11,No,3109.25,2024-12-05
CUST0373,66,Male,North,5537,22,Basic,5,No,1696.54,2024-02-28
CUST0374,34,Male,East,14500,93,Basic,58,Yes,1039.51,2024-01-24
CUST0375,61,Male,South,6558,86,Standard,45,No,2821.94,2024-01-24
CUST0376,45,Female,East,8579,43,Premium,53,Yes,2961.2,2024-05-09
CUST0377,47,Male,East,10474,67,Basic,55,No,1114.27,2025-05-20
CUST0378,46,Female,South,13870,54,Premium,37,No,4271.89,2023-11-16
CUST0379,63,Male,West,11678,10,Standard,56,No,512.9,2024-10-11
CUST0380,23,Female,North,6082,42,Premium,59,No,1844.86,2024-04-06
CUST0381,52,Female,West,6183,64,Basic,45,No,3433.88,2024-08-12
CUST0382,58,Male,North,10652,21,Premium,38,No,1443.19,2024-03-12
CUST0383,54,Female,East,12517,80,Premium,29,Yes,4155.61,2023-09-10
CUST0384,41,Male,North,5754,76,Standard,5,Yes,3725.35,2025-02-18
CUST0385,46,Female,East,12660,66,Standard,9,No,3966.21,2024-05-13
CUST0386,66,Male,West,3724,41,Standard,59,Yes,683.62,2025-07-16
CUST0387,63,Male,East,3376,24,Basic,48,No,788.68,2024-07-30
CUST0388,48,Female,West,12935,35,Basic,2,Yes,1503.72,2024-05-18
CUST0389,52,Male,South,10706,56,Standard,1,No,2638.58,2024-01-10
CUST0390,50,Male,South,10894,30,Standard,40,Yes,3765.28,2023-09-24
CUST0391,69,Female,South,3653,57,Basic,51,No,4199.0,2024-06-18
CUST0392,38,Male,East,4066,94,Basic,30,Yes,3551.24,2025-04-29
CUST0393,49,Male,South,2022,47,Basic,11,No,4650.12,2024-01-19
CUST0394,40,Female,North,4460,35,Basic,28,Yes,3719.84,2024-08-31
CUST0395,50,Female,West,7926,19,Standard,44,No,1600.71,2024-07-15
CUST0396,20,Male,West,8251,8,Basic,12,No,1398.9,2024-11-08
CUST0397,35,Male,North,11496,26,Standard,39,No,3511.34,2024-05-31
CUST0398,42,Female,East,9295,71,Premium,26,Yes,1045.07,2023-10-19
CUST0399,59,Female,East,5300,30,Premium,13,Yes,554.3,2024-11-15
CUST0400,48,Male,West,8279,7,Basic,59,Yes,2707.89,2023-10-13
CUST0401,20,Female,South,10553,67,Premium,8,No,4126.04,2023-12-19
CUST0402,57,Male,East,9353,65,Premium,54,Yes,596.76,2023-12-17
CUST0403,63,Male,East,5727,36,Premium,28,No,3980.27,2024-07-11
CUST0404,41,Male,North,8272,25,Basic,58,Yes,4076.7,2025-01-03
CUST0405,67,Male,North,7995,37,Basic,30,Yes,2463.14,2025-01-27
CUST0406,49,Male,South,11476,1,Premium,9,Yes,380.82,2025-03-26
CUST0407,64,Female,East,2514,15,Standard,39,Yes,955.49,2025-01-03
CUST0408,39,Female,East,2448,37,Premium,31,No,3566.39,2024-10-31
CUST0409,40,Female,North,8019,13,Basic,58,Yes,3587.71,2024-10-12
CUST0410,19,Female,East,7343,8,Basic,21,Yes,4501.94,2024-04-02
CUST0411,44,Male,West,12047,5,Basic,56,No,2955.16,2023-11-17
CUST0412,59,Male,North,10033,60,Premium,47,No,708.13,2024-07-11
CUST0413,19,Male,South,13754,73,Standard,34,Yes,694.93,2025-02-11
CUST0414,43,Male,North,4520,1,Basic,55,Yes,3633.55,2025-06-19
CUST0415,34,Female,East,5081,36,Basic,31,No,1000.54,2025-08-02
CUST0416,57,Male,South,3428,35,Premium,52,No,1709.09,2023-11-07
CUST0417,50,Male,North,5967,66,Standard,25,No,2487.34,2024-02-17
CUST0418,26,Female,West,8445,63,Premium,12,Yes,221.35,2025-08-27
CUST0419,60,Female,West,11114,23,Basic,1,Yes,1319.21,2025-03-24
CUST0420,65,Female,North,13329,9,Standard,55,Yes,2098.66,2024-11-18
CUST0421,56,Female,West,4159,34,Standard,22,No,1470.22,2023-11-11
CUST0422,46,Male,West,7132,46,Basic,40,No,768.21,2025-01-15
CUST0423,59,Male,West,4547,78,Standard,37,No,3667.26,2024-09-10
CUST0424,43,Female,South,4979,4,Standard,47,Yes,4084.42,2024-05-15
CUST0425,52,Male,West,12473,30,Premium,1,No,1361.65,2025-06-05
CUST0426,67,Male,West,4649,95,Basic,1,Yes,3894.66,2025-01-05
CUST0427,42,Male,West,10505,75,Basic,57,No,1989.21,2025-02-19
CUST0428,41,Female,South,12805,99,Basic,42,Yes,2582.76,2024-08-30
CUST0429,30,Male,North,5083,72,Basic,54,Yes,4294.41,2024-07-02
CUST0430,24,Female,East,12448,3,Basic,42,No,3774.77,2024-10-05
CUST0431,53,Male,West,3037,14,Standard,21,Yes,4045.07,2024-06-24
CUST0432,62,Male,North,5489,60,Premium,15,No,770.54,2024-11-18
CUST0433,37,Male,West,9604,77,Basic,17,Yes,441.63,2025-07-06
CUST0434,18,Female,South,9544,45,Premium,22,No,4477.68,2024-01-04
CUST0435,25,Male,North,4634,96,Premium,38,No,2000.39,2023-10-27
CUST0436,63,Female,South,5983,34,Standard,35,Yes,1510.61,2024-12-22
CUST0437,33,Female,West,3778,45,Basic,45,No,3651.01,2025-07-25
CUST0438,31,Female,West,9902,61,Standard,16,Yes,4198.44,2023-12-28
CUST0439,29,Male,South,7110,83,Basic,8,No,4326.2,2023-09-02
CUST0440,68,Male,East,7189,16,Standard,47,No,1648.39,2024-10-03
CUST0441,40,Male,South,14087,66,Premium,17,No,4275.84,2024-10-14
CUST0442,32,Male,West,9378,40,Basic,17,No,300.58,2023-11-10
CUST0443,45,Female,South,3124,17,Premium,54,Yes,343.34,2024-06-24
CUST0444,51,Female,East,2697,34,Premium,26,No,3155.24,2024-09-01
CUST0445,19,Female,South,4179,16,Standard,13,No,409.22,2024-02-05
CUST0446,49,Male,East,11596,60,Basic,17,Yes,1690.58,2024-10-24
CUST0447,40,Female,East,7251,66,Premium,38,Yes,3396.5,2025-02-10
CUST0448,39,Male,South,11235,66,Standard,17,Yes,1752.61,2024-12-13
CUST0449,68,Female,South,3929,90,Basic,48,Yes,980.04,2025-07-20
CUST0450,42,Male,North,3013,13,Basic,14,Yes,1478.62,2024-03-13
CUST0451,39,Male,West,2226,56,Premium,45,Yes,2342.12,2025-01-18
CUST0452,39,Female,East,9321,31,Basic,6,No,2429.39,2025-04-15
CUST0453,66,Female,North,3828,34,Premium,35,Yes,3936.7,2024-04-02
CUST0454,69,Female,South,9909,39,Basic,46,No,3775.75,2024-04-10
CUST0455,59,Female,West,7588,67,Standard,14,Yes,2338.41,2024-10-24
CUST0456,23,Male,North,4023,8,Premium,47,No,4243.77,2023-12-25
CUST0457,32,Female,East,6966,87,Premium,8,No,659.76,2024-06-30
CUST0458,60,Female,North,12644,78,Basic,15,No,1351.23,2025-02-11
CUST0459,54,Female,East,12277,55,Basic,54,Yes,4157.08,2025-08-03
CUST0460,50,Male,South,7891,27,Premium,27,Yes,1952.17,2024-02-15
CUST0461,25,Male,West,14475,93,Basic,13,Yes,4907.79,2023-10-24
CUST0462,61,Female,West,3080,53,Standard,49,Yes,2384.64,2025-05-26
CUST0463,61,Male,West,7036,39,Basic,31,No,3980.48,2024-01-12
CUST0464,22,Female,South,12512,65,Standard,53,Yes,2071.3,2024-10-28
CUST0465,56,Male,East,13382,17,Standard,56,No,2182.27,2024-02-12
CUST0466,21,Male,South,12822,30,Standard,35,No,1976.13,2025-08-11
CUST0467,23,Male,West,4563,53,Standard,6,Yes,3623.47,2023-11-24
CUST0468,62,Male,South,5292,13,Standard,5,Yes,2782.84,2024-12-31
CUST0469,49,Female,South,14813,21,Basic,22,Yes,4724.51,2023-12-29
CUST0470,69,Female,South,5586,19,Standard,58,No,1329.36,2023-09-02
CUST0471,47,Female,East,6431,53,Basic,49,Yes,592.76,2025-08-17
CUST0472,64,Male,North,8841,19,Standard,23,No,2026.98,2025-03-26
CUST0473,52,Female,North,8643,57,Premium,25,Yes,3121.89,2024-08-27
CUST0474,57,Female,South,13139,25,Standard,34,No,4317.91,2023-10-24
CUST0475,69,Female,North,5959,86,Premium,26,Yes,1796.36,2024-06-25
CUST0476,33,Male,North,13005,31,Standard,47,Yes,3303.56,2024-11-24
CUST0477,30,Male,South,12775,81,Standard,5,No,1815.97,2024-05-06
CUST0478,67,Male,South,2161,55,Standard,26,Yes,3124.38,2024-05-01
CUST0479,59,Female,West,2593,23,Premium,20,Yes,4435.56,2023-08-30
CUST0480,47,Female,North,13451,32,Premium,6,Yes,1233.65,2024-10-17
CUST0481,36,Female,East,14347,62,Standard,6,Yes,2080.78,2025-02-12
CUST0482,34,Male,South,13154,74,Basic,59,Yes,4967.0,2024-05-11
CUST0483,36,Male,West,14080,10,Standard,50,Yes,4355.93,2024-05-05
CUST0484,45,Female,East,5390,72,Premium,18,Yes,2866.74,2023-09-08
CUST0485,43,Male,North,7997,54,Standard,4,No,2631.48,2023-11-08
CUST0486,54,Male,West,8354,52,Premium,17,No,1494.54,2025-06-03
CUST0487,43,Male,South,14693,20,Premium,57,Yes,2634.33,2024-09-01
CUST0488,40,Male,East,2663,32,Premium,14,Yes,4256.09,2025-02-11
CUST0489,26,Female,South,11324,14,Standard,14,Yes,3457.36,2023-12-02
CUST0490,29,Male,North,2541,50,Premium,13,No,1521.22,2024-08-12
CUST0491,18,Male,East,7433,28,Premium,7,No,1087.17,2024-04-20
CUST0492,18,Male,North,7093,53,Standard,44,Yes,1399.52,2024-01-15
CUST0493,64,Male,North,13166,24,Premium,55,No,931.82,2025-01-06
CUST0494,51,Female,West,2867,79,Standard,15,Yes,568.64,2025-08-06
CUST0495,49,Female,South,12258,22,Premium,19,Yes,2153.77,2024-12-05
CUST0496,65,Male,East,10623,30,Basic,43,Yes,655.17,2024-06-07
CUST0497,42,Male,North,7469,63,Basic,47,Yes,942.37,2025-01-23
CUST0498,57,Male,North,14470,4,Premium,44,No,2781.89,2024-09-26
CUST0499,62,Male,East,8256,77,Basic,35,No,906.54,2024-11-19
CUST0500,18,Male,North,11398,59,Standard,17,Yes,413.01,2024-06-01
CUST0501,33,Male,West,12720,87,Basic,35,No,1655.21,2025-03-11
CUST0502,56,Female,West,3169,8,Premium,19,No,1179.56,2025-07-01
CUST0503,22,Male,West,2830,82,Premium,20,Yes,2625.0,2025-01-31
CUST0504,39,Female,West,3651,12,Standard,36,No,601.6,2024-08-21
CUST0505,46,Female,North,3136,31,Premium,35,Yes,3783.68,2023-10-15
CUST0506,20,Male,East,4810,78,Standard,32,Yes,4540.54,2025-05-21
CUST0507,29,Female,East,10667,34,Basic,58,Yes,3742.83,2024-08-14
CUST0508,43,Female,East,13002,82,Basic,48,Yes,2710.85,2024-08-22
CUST0509,33,Female,East,11518,98,Standard,44,No,4317.27,2025-04-30
CUST0510,68,Female,South,3019,75,Standard,40,Yes,3505.1,2024-06-17
CUST0511,54,Female,East,7237,76,Premium,24,No,151.7,2024-04-02
CUST0512,39,Female,South,12028,49,Basic,17,Yes,2031.04,2024-04-03
CUST0513,46,Male,South,14448,79,Standard,7,Yes,4269.66,2024-06-27
CUST0514,31,Female,West,12640,57,Basic,43,No,1794.71,2024-10-20
CUST0515,45,Female,South,14485,95,Standard,50,Yes,272.55,2025-07-29
CUST0516,22,Female,North,3283,93,Basic,1,No,3756.28,2025-02-25
CUST0517,64,Male,South,2659,26,Premium,35,No,4029.99,2024-09-23
CUST0518,66,Female,West,4010,18,Basic,32,Yes,886.91,2024-04-26
CUST0519,47,Male,South,10590,96,Basic,36,Yes,2732.97,2024-05-16
CUST0520,63,Female,North,3733,86,Basic,13,Yes,1040.58,2024-07-04
CUST0521,69,Male,North,4125,38,Basic,6,Yes,3624.25,2024-03-24
CUST0522,22,Male,North,4171,81,Basic,58,Yes,1430.6,2023-11-06
CUST0523,29,Female,West,10266,87,Premium,14,Yes,1649.45,2025-01-04
CUST0524,33,Female,West,14889,88,Standard,37,No,4240.36,2023-09-04
CUST0525,43,Male,East,5471,50,Basic,48,No,2433.98,2024-08-29
CUST0526,43,Female,West,11028,8,Premium,15,Yes,3381.8,2024-05-18
CUST0527,65,Male,North,7624,41,Basic,47,No,2071.63,2024-08-21
CUST0528,38,Male,North,10691,6,Basic,4,No,1560.23,2024-02-26
CUST0529,56,Male,West,10329,69,Standard,40,Yes,3164.84,2025-07-01
CUST0530,53,Male,South,4097,44,Basic,59,Yes,858.8,2025-08-12
CUST0531,50,Male,West,7068,64,Premium,16,No,1927.7,2024-04-12
CUST0532,47,Female,West,13888,29,Premium,28,Yes,1124.28,2025-04-14
CUST0533,54,Male,North,12077,28,Standard,16,No,3509.4,2025-06-05
CUST0534,40,Male,East,8397,11,Basic,4,Yes,4726.62,2024-08-22
CUST0535,27,Female,North,4757,65,Premium,45,No,4978.0,2024-04-05
CUST0536,22,Male,East,5920,19,Basic,26,No,2306.36,2025-02-10
CUST0537,53,Female,North,10186,9,Basic,28,No,1337.4,2024-03-15
CUST0538,51,Female,West,3900,27,Basic,32,No,2269.86,2024-10-23
CUST0539,69,Female,North,4610,34,Standard,45,Yes,4251.62,2025-07-10
CUST0540,48,Male,North,8900,44,Basic,2,Yes,1109.43,2025-01-05
CUST0541,27,Male,North,14178,68,Premium,31,No,4765.27,2025-04-25
CUST0542,36,Male,West,3449,82,Basic,3,No,1775.14,2024-02-17
CUST0543,49,Female,West,10738,15,Premium,54,Yes,4930.44,2025-01-11
CUST0544,18,Male,West,7017,51,Basic,8,Yes,4209.18,2024-06-14
CUST0545,22,Female,West,14868,13,Premium,24,No,4062.0,2025-08-04
CUST0546,62,Male,East,9999,83,Premium,15,No,1657.73,2025-01-19
CUST0547,21,Female,East,8052,49,Basic,43,No,143.01,2024-12-12
CUST0548,33,Male,South,12195,70,Basic,31,No,1972.45,2023-12-11
CUST0549,41,Male,West,4096,56,Premium,9,No,1578.87,2025-06-27
CUST0550,33,Male,East,10895,76,Standard,39,Yes,283.25,2024-01-19
CUST0551,19,Female,North,8404,51,Basic,45,No,2576.29,2025-02-11
CUST0552,66,Female,West,12595,37,Standard,2,Yes,2074.85,2025-08-16
CUST0553,45,Male,South,11817,17,Basic,8,Yes,3209.33,2024-10-25
CUST0554,49,Male,South,5331,58,Basic,7,Yes,3143.81,2024-03-08
CUST0555,44,Female,South,14925,87,Basic,56,No,691.66,2024-11-04
CUST0556,37,Female,North,9462,90,Basic,44,Yes,4887.13,2024-07-31
CUST0557,41,Female,East,7105,29,Standard,51,Yes,1015.96,2024-07-22
CUST0558,29,Male,North,4978,33,Basic,39,Yes,2281.84,2023-10-19
CUST0559,67,Female,West,14928,60,Premium,42,Yes,2491.78,2023-11-11
CUST0560,52,Male,South,4839,91,Premium,57,No,4084.01,2024-02-25
CUST0561,50,Female,North,5384,89,Standard,16,No,586.23,2025-03-20
CUST0562,50,Male,North,12851,55,Basic,35,Yes,2200.36,2025-04-18
CUST0563,68,Female,East,12053,10,Premium,30,Yes,3179.66,2025-03-28
CUST0564,60,Female,East,13048,47,Standard,10,No,1154.26,2025-05-21
CUST0565,54,Female,South,2685,23,Basic,38,No,3174.59,2024-08-03
CUST0566,29,Female,North,9531,85,Premium,18,No,4625.96,2024-12-20
CUST0567,20,Female,North,6283,21,Premium,50,Yes,4987.84,2024-05-08
CUST0568,18,Male,East,9736,13,Standard,5,No,259.01,2025-08-04
CUST0569,50,Female,North,9710,33,Basic,53,Yes,1254.38,2024-11-15
CUST0570,57,Female,North,3619,24,Basic,29,Yes,1620.5,2024-09-14
CUST0571,27,Female,North,14835,11,Premium,39,No,2055.72,2025-08-02
CUST0572,60,Male,East,8868,17,Premium,34,Yes,1287.06,2024-12-08
CUST0573,61,Female,South,3431,68,Premium,43,No,1097.09,2025-03-17
CUST0574,46,Male,West,11067,47,Basic,45,Yes,4777.31,2024-12-29
CUST0575,30,Female,South,6713,25,Standard,23,No,4600.76,2023-10-08
CUST0576,29,Female,West,12653,94,Standard,5,Yes,330.26,2023-08-30
CUST0577,48,Male,North,11557,73,Basic,30,Yes,1760.18,2025-03-08
CUST0578,63,Female,South,11435,21,Standard,6,No,2085.23,2023-11-29
CUST0579,19,Male,West,6998,84,Premium,56,No,1271.17,2025-02-08
CUST0580,68,Male,East,2162,83,Standard,58,No,3181.48,2024-02-03
CUST0581,67,Female,East,3974,83,Standard,46,No,3237.87,2024-04-09
CUST0582,52,Male,South,5291,12,Standard,44,Yes,4267.47,2024-08-05
CUST0583,40,Female,South,10461,37,Premium,4,No,3730.26,2025-01-18
CUST0584,34,Female,North,2631,42,Basic,29,No,2758.61,2023-11-02
CUST0585,43,Male,South,2905,17,Premium,23,Yes,3302.58,2024-09-20
CUST0586,25,Male,North,13663,48,Basic,6,No,1442.55,2024-05-02
CUST0587,46,Male,North,13445,28,Basic,32,No,3005.98,2024-10-12
CUST0588,43,Male,East,4014,41,Basic,42,Yes,2497.21,2025-01-02
CUST0589,27,Female,East,11833,99,Standard,18,No,753.39,2023-09-15
CUST0590,43,Female,West,9896,47,Standard,15,No,1288.47,2023-10-10
CUST0591,51,Male,East,2204,18,Basic,40,No,1529.3,2023-10-08
CUST0592,68,Female,East,2581,78,Basic,58,No,4629.12,2025-01-24
CUST0593,58,Female,South,7675,99,Standard,32,No,1228.89,2024-08-01
CUST0594,24,Female,East,11032,71,Premium,9,No,1517.3,2024-08-26
CUST0595,21,Female,West,7347,13,Basic,37,Yes,1909.84,2025-01-26
CUST0596,67,Male,South,11911,82,Premium,10,No,3352.34,2024-02-22
CUST0597,62,Male,West,4643,13,Standard,20,Yes,679.37,2024-04-23
CUST0598,28,Female,East,10017,31,Basic,6,Yes,4774.33,2025-03-18
CUST0599,46,Male,West,4297,2,Premium,48,Yes,4341.3,2024-10-15
CUST0600,53,Male,South,2874,16,Premium,56,Yes,2928.36,2024-02-19
CUST0601,42,Male,North,7560,9,Premium,59,No,3402.79,2024-08-11
CUST0602,38,Female,West,2689,73,Standard,3,No,181.64,2024-11-30
CUST0603,53,Female,West,6000,38,Standard,42,No,1760.83,2024-08-31
CUST0604,27,Female,South,13333,75,Premium,11,Yes,3998.74,2024-02-19
CUST0605,54,Male,South,11614,54,Premium,43,No,479.67,2025-03-18
CUST0606,26,Female,West,2671,56,Standard,17,No,1483.34,2025-08-20
CUST0607,41,Female,East,9927,86,Premium,32,No,2967.95,2024-07-09
CUST0608,52,Male,West,3171,97,Premium,4,Yes,1356.42,2023-10-02
CUST0609,66,Female,South,7591,87,Standard,4,Yes,4676.49,2025-04-01
CUST0610,52,Female,North,13918,45,Premium,17,No,742.19,2024-09-05
CUST0611,65,Male,North,11135,34,Premium,41,Yes,4007.23,2024-01-18
CUST0612,53,Male,East,8342,9,Premium,19,Yes,2588.95,2024-12-07
CUST0613,35,Male,West,3449,88,Standard,5,No,3776.62,2025-03-31
CUST0614,66,Female,North,13929,8,Premium,32,Yes,1622.51,2024-11-12
CUST0615,56,Female,West,4539,7,Standard,22,Yes,2621.0,2025-04-02
CUST0616,49,Female,South,5959,36,Standard,56,No,4298.49,2025-02-16
CUST0617,41,Male,North,8285,18,Basic,6,Yes,2387.7,2024-09-22
CUST0618,40,Male,East,7432,3,Basic,35,Yes,1862.63,2025-07-10
CUST0619,49,Female,South,6260,28,Premium,22,Yes,2727.16,2024-03-04
CUST0620,54,Female,East,4361,70,Standard,1,Yes,3615.08,2024-09-04
CUST0621,29,Male,South,8164,44,Basic,20,Yes,2273.46,2023-09-21
CUST0622,66,Male,North,13844,21,Premium,22,Yes,4700.5,2024-01-20
CUST0623,30,Male,East,5670,28,Basic,48,Yes,1545.23,2024-03-16
CUST0624,40,Male,East,3753,54,Basic,55,Yes,2429.77,2025-05-02
CUST0625,42,Female,South,10100,54,Standard,11,No,3808.95,2023-09-18
CUST0626,52,Male,East,12544,65,Standard,13,No,3476.69,2025-02-26
CUST0627,58,Female,South,3938,21,Basic,59,No,4331.84,2024-12-24
CUST0628,47,Female,South,10562,99,Basic,42,No,4984.36,2025-02-03
CUST0629,34,Female,South,7976,13,Standard,3,Yes,2191.61,2023-10-15
CUST0630,66,Male,South,14671,57,Premium,9,No,644.64,2023-11-23
CUST0631,37,Male,North,12123,49,Standard,12,No,249.04,2024-11-27
CUST0632,65,Male,South,8588,54,Basic,23,Yes,3661.7,2024-07-20
CUST0633,42,Male,West,10616,10,Premium,14,Yes,4382.67,2023-10-18
CUST0634,39,Female,East,8304,53,Basic,33,Yes,1181.49,2024-06-02
CUST0635,30,Male,West,9345,44,Premium,18,Yes,876.4,2024-08-24
CUST0636,36,Male,North,14916,47,Basic,49,Yes,404.8,2024-07-20
CUST0637,66,Female,West,9875,53,Premium,59,No,4131.24,2023-09-17
CUST0638,53,Male,East,11086,74,Premium,41,Yes,1625.77,2025-07-24
CUST0639,29,Female,West,8633,46,Basic,9,No,2068.31,2025-05-28
CUST0640,58,Female,North,2597,13,Premium,23,No,2563.48,2025-05-16
CUST0641,36,Female,South,5062,37,Standard,10,Yes,4213.32,2024-12-27
CUST0642,29,Female,West,4336,24,Basic,19,No,3289.08,2023-12-02
CUST0643,26,Female,North,14880,2,Standard,47,No,3113.82,2025-02-23
CUST0644,24,Female,North,11879,86,Basic,5,Yes,960.79,2025-08-02
CUST0645,45,Female,East,2572,81,Premium,47,No,2614.63,2024-12-14
CUST0646,31,Female,East,9521,14,Premium,52,No,3605.37,2023-10-27
CUST0647,48,Male,West,8171,10,Premium,23,No,4868.98,2024-08-16
CUST0648,69,Male,South,9097,35,Basic,30,Yes,1086.89,2023-10-02
CUST0649,36,Male,North,4090,25,Standard,25,Yes,146.76,2025-07-22
CUST0650,64,Male,West,8566,3,Standard,28,Yes,468.98,2025-05-19
CUST0651,33,Female,North,13861,17,Basic,34,No,1941.68,2024-08-30
CUST0652,22,Male,North,14464,12,Basic,45,Yes,4120.67,2025-03-16
CUST0653,52,Female,South,6624,54,Standard,56,No,135.0,2024-03-08
CUST0654,29,Male,South,3633,24,Standard,48,Yes,2337.98,2025-02-26
CUST0655,42,Male,West,3517,29,Standard,47,No,1713.23,2025-01-28
CUST0656,69,Male,South,14485,43,Standard,25,Yes,357.16,2023-12-19
CUST0657,38,Female,South,12849,25,Basic,10,Yes,2306.16,2023-09-23
CUST0658,53,Male,West,5648,60,Basic,14,No,1348.27,2025-08-10
CUST0659,40,Female,South,13780,90,Premium,42,Yes,1824.24,2025-06-09
CUST0660,33,Female,East,3537,65,Standard,57,No,3557.51,2024-09-29
CUST0661,56,Male,North,5137,84,Premium,46,Yes,2655.6,2025-04-16
CUST0662,62,Male,North,8985,28,Basic,58,Yes,710.77,2025-01-31
CUST0663,59,Male,North,2097,16,Basic,30,No,4810.93,2024-01-18
CUST0664,56,Female,North,13407,47,Premium,55,No,3215.96,2025-07-30
CUST0665,31,Male,West,14722,81,Standard,41,No,3852.76,2024-01-25
CUST0666,48,Female,North,14924,92,Standard,25,Yes,488.14,2024-04-03
CUST0667,22,Female,North,5750,58,Standard,14,No,330.59,2025-04-17
CUST0668,52,Male,North,13349,76,Standard,35,Yes,195.3,2024-10-15
CUST0669,40,Male,North,14875,27,Premium,52,No,1025.09,2025-05-14
CUST0670,46,Female,East,10535,53,Premium,48,No,2130.6,2025-05-18
CUST0671,60,Female,North,10174,42,Basic,34,No,4685.55,2024-05-05
CUST0672,28,Female,East,10103,59,Standard,10,No,2339.59,2024-09-05
CUST0673,35,Male,West,7413,47,Standard,35,No,1522.25,2024-03-08
CUST0674,64,Female,South,6666,94,Standard,11,No,2853.48,2024-04-09
CUST0675,29,Male,North,2610,34,Premium,11,Yes,648.48,2025-08-13
CUST0676,26,Female,South,3727,37,Standard,21,No,3086.58,2024-11-05
CUST0677,27,Female,South,12482,6,Premium,21,Yes,2885.32,2023-12-11
CUST0678,61,Male,West,3854,7,Standard,22,No,3980.77,2025-06-07
CUST0679,34,Female,South,12800,96,Standard,45,No,4934.77,2024-02-28
CUST0680,55,Male,East,7055,96,Basic,7,No,1329.28,2024-02-11
CUST0681,24,Male,South,12271,25,Standard,55,Yes,2597.32,2024-11-22
CUST0682,63,Female,South,4324,33,Standard,17,Yes,4553.44,2024-12-16
CUST0683,30,Male,South,14819,55,Basic,2,No,3947.43,2025-06-26
CUST0684,57,Male,North,11369,58,Premium,12,Yes,2488.29,2023-12-11
CUST0685,59,Female,North,11283,7,Premium,57,No,4732.32,2024-06-19
CUST0686,26,Male,East,7774,57,Standard,42,No,380.46,2024-01-30
CUST0687,67,Male,East,8519,12,Premium,18,Yes,4661.89,2025-01-08
CUST0688,44,Male,North,12983,16,Standard,54,Yes,347.49,2024-04-30
CUST0689,19,Female,East,3749,80,Basic,59,Yes,2781.79,2025-07-15
CUST0690,22,Male,North,12867,43,Basic,11,Yes,4463.16,2023-09-12
CUST0691,46,Female,West,2781,77,Standard,16,No,1387.33,2025-06-23
CUST0692,54,Female,South,9548,7,Basic,49,Yes,2414.02,2024-04-15
CUST0693,55,Male,South,13240,51,Basic,51,Yes,1689.21,2025-01-28
CUST0694,36,Male,East,8823,73,Standard,18,No,4765.51,2024-05-02
CUST0695,25,Male,North,4105,32,Standard,35,Yes,4135.86,2024-08-20
CUST0696,65,Female,North,5867,75,Basic,53,Yes,3574.11,2024-12-10
CUST0697,62,Male,East,9193,8,Premium,59,Yes,2979.37,2024-12-16
CUST0698,18,Male,North,6976,97,Premium,26,Yes,4120.9,2025-06-09
CUST0699,39,Male,West,14734,87,Standard,16,No,2022.11,2025-07-07
CUST0700,69,Male,South,4113,89,Standard,6,No,2293.0,2025-07-10
CUST0701,34,Male,East,7879,72,Premium,57,Yes,3677.01,2025-03-18
CUST0702,24,Female,East,5970,45,Basic,44,Yes,1853.0,2025-07-17
CUST0703,42,Female,North,12183,86,Premium,43,No,413.11,2024-10-31
CUST0704,62,Male,East,11259,59,Premium,47,Yes,464.24,2024-11-17
CUST0705,21,Male,West,9264,4,Premium,47,Yes,665.28,2023-09-07
CUST0706,53,Male,North,3577,67,Premium,48,Yes,4361.44,2024-02-22
CUST0707,23,Male,North,11203,29,Standard,42,Yes,2413.91,2024-12-09
CUST0708,48,Female,North,4274,29,Standard,12,Yes,3593.12,2025-07-16
CUST0709,36,Male,North,6869,98,Basic,13,Yes,2025.26,2024-02-18
CUST0710,61,Female,West,12006,98,Basic,4,Yes,1367.68,2025-04-08
CUST0711,56,Female,North,8744,28,Basic,39,Yes,1801.24,2024-07-07
CUST0712,44,Male,East,4426,77,Basic,54,Yes,3991.49,2024-01-22
CUST0713,27,Female,West,7546,79,Premium,2,No,3163.56,2024-03-27
CUST0714,43,Female,South,8852,87,Standard,26,No,4694.43,2025-08-20
